subject_num overall_main_dp corrected_NN_HR corrected_NI_HR corrected_IN_HR corrected_II_HR corrected_WN_CRR corrected_WI_CRR main_dp_II main_dp_IN main_dp_NI main_dp_NN typed_correct_dp_II typed_correct_dp_IN typed_correct_dp_NI typed_correct_dp_NN Overall_list_Accuracy n_Accuracy i_Accuracy main_list_Accuracy main_n_Accuracy main_i_Accuracy main_Initiation main_Submission main_n_initiation main_n_submission main_i_initiation main_i_submission RT median_diff_RT median_inverted_RT median_normal_RT II_RT IN_RT NI_RT NN_RT WI_RT WN_RT main_RT main_II_RT main_IN_RT main_NI_RT main_NN_RT main_WI_RT main_WN_RT miss_II_RT miss_IN_RT miss_NI_RT miss_NN_RT FA_WN_RT FA_WI_RT total_time_taken diff_dp_old_new diff_submission diff_dp_old_new_1 diff_dp_old_new_2 dp_rII dp_eII dp_rIN dp_eIN dp_rNI dp_eNI dp_rNN dp_eNN production production_rt id
21 -0.666823136039744 0.426829268292683 0.353658536585366 0.378048780487805 0.402439024390244 0.314814814814815 0.388888888888889 -0.529255137801485 -0.792857640220179 -0.657677917298027 -0.666700651932666 2.20928835794502 1.41024788618216 1.56518169214418 1.45108991802395 0.443181818181818 0.488636363636364 0.397727272727273 0.40625 0.45 0.3625 1.15999999999997 2.04699999999997 1.00550000000001 1.71350000000001 1.46300000000002 2.58300000000003 1.1515 -0.0149999999999864 0.937000000000012 0.951999999999998 1.03949999999998 0.795500000000004 1.34199999999998 0.748000000000019 1.9559999999999 1.08699999999999 1.16300000000001 1.02299999999997 0.797000000000025 1.34199999999998 0.79200000000003 1.87200000000007 1.10299999999995 2.20550000000003 0.788000000000011 1.20999999999998 1.66300000000001 0.923000000000002 1.61099999999999 -88.194 0.200032067775415 0.869500000000016 0.131094213880984 0.726381172215675 -0.0838902097380615 0.847773453061859 -0.497200570681554 0.469807684809936 0.0411757531764813 0.470220995420147 -0.119648113039842 0.348415403963751 69.375 44.727 KBPPBPT
22 1.91267867201614 0.621951219512195 0.5 0.670731707317073 0.74390243902439 0.969135802469136 0.907407407407407 1.9803811941274 2.31017618124891 1.32495768889298 2.17885108024619 2.31208687084577 2.42168346660419 1.55404273251995 1.77858583531265 0.784090909090909 0.818181818181818 0.75 0.78125 0.8 0.7625 1.52019999999993 2.96670000000017 1.33739999999995 2.66055000000006 1.77209999999991 3.16279999999983 1.22310000000004 0.099100000000135 1.23800000000006 1.13889999999992 1.33550000000002 1.20310000000001 1.23779999999999 1.08799999999997 1.43099999999981 1.10610000000003 1.22649999999999 1.33550000000002 1.20410000000004 1.25330000000002 1.08799999999997 1.41489999999999 1.09709999999995 1.50955000000005 1.35739999999987 1.52279999999996 1.2793999999999 1.09460000000001 1.91599999999994 -124.0088 -0.145612652445966 0.502249999999776 -0.1229969710848 0.470220995420148 0.241040393886027 2.14718268371356 0 1.9348431322034 -0.637484160962377 1.60490572706408 -0.119648113039842 1.75906017384508 16.85185185 21.3458 KBBZRPZ
23 1.5387211388799 0.695121951219512 0.597560975609756 0.573170731707317 0.74390243902439 0.907407407407407 0.833333333333333 1.62284507133613 1.50941012598772 1.21446055684068 1.8353793315562 2.5184633778772 2.12662852426433 1.77858583531265 2.29036025286939 0.818181818181818 0.852272727272727 0.784090909090909 0.8 0.8375 0.7625 1.26345000000003 1.97919999999999 1.03650000000005 1.72640000000001 1.41809999999998 2.46509999999989 0.823650000000058 -0.0281999999998561 0.751300000000128 0.779499999999985 0.882249999999885 0.701599999999871 0.878699999999981 0.765900000000016 1.11959999999999 0.763100000000009 0.831199999999853 0.882249999999885 0.696999999999889 0.865099999999984 0.727100000000064 1.11959999999999 0.755699999999933 0.955700000000036 0.788999999999987 0.991700000000037 0.815949999999987 0.724299999999971 1.11450000000013 -93.1136 -0.324050516415073 0.738699999999881 -0.470220995420147 -1.06772150805772 1.20846195998773 1.76921691546164 0.40186426010235 0.830496191735805 0.726381172215675 1.38109440559315 0.648322503863078 1.22693995881216 0.389234755 36.4779 KTPFZZD
24 2.09620285104076 0.695121951219512 0.768292682926829 0.890243902439024 0.914634146341463 0.833333333333333 0.919753086419753 2.7732691153622 2.19524782741297 2.13664841903691 1.47784320876492 3.02741897770943 2.87477038356765 2.35302838903297 2.20171695252293 0.863636363636364 0.886363636363636 0.840909090909091 0.85625 0.8875 0.825 1.27449999999999 2.10540000000003 1.00880000000006 1.97430000000008 1.64054999999996 2.62565000000001 1.00594999999998 -0.0660000000000309 0.859100000000012 0.925100000000043 0.958399999999983 0.759499999999889 1.04110000000003 0.858899999999949 1.31459999999998 0.925400000000081 0.975900000000138 0.957799999999907 0.759499999999889 1.02350000000001 0.809350000000052 1.28959999999995 0.907500000000027 1.48959999999988 1.06674999999996 1.32449999999994 0.991700000000037 0.942199999999957 1.08225000000004 -171.0174 1.13426140861517 0.651349999999923 1.68692601548773 1.85878683964666 1.76921691546164 2.43265535878722 2.56064038412475 3.05845261070857 0.955562154650348 2.14718268371356 1.95932517482362 2.23070297898543 58.63607725 29.3341 KBTWFRT
25 1.01186333358228 0.524390243902439 0.841463414634146 0.74390243902439 0.792682926829268 0.746913580246914 0.561728395061728 0.971118491833498 1.32023223316152 1.15584332352188 0.725984138965643 1.69193594959407 1.68178900638189 1.89939287844489 0.932600248841354 0.886363636363636 0.886363636363636 0.886363636363636 0.88125 0.8875 0.875 0.915200000000027 1.63199999999995 0.831899999999905 1.44870000000003 1.08944999999994 1.95749999999998 0.856299999999806 0.024850000000157 0.839750000000009 0.814899999999852 0.996949999999856 0.756149999999934 0.855800000000031 0.71599999999998 1.09820000000002 0.798299999999983 0.848199999999906 1.06359999999995 0.772099999999909 0.831200000000081 0.747199999999964 1.04780000000005 0.798249999999967 1.0316 0.748500000000035 0.85594999999995 0.781700000000001 0.798250000000024 1.01469999999995 -26.9857 -0.247561422642284 0.508799999999951 0.154154446780997 -0.190323398442243 1.75906017384508 2.38485742576643 1.46462213678326 1.75906017384508 1.75906017384508 2.77297993563491 0.726381172215675 1.33352792290227 1.121616763 6.8746 KTPKHBT
26 1.16284287407881 0.695121951219512 0.621951219512195 0.621951219512195 0.719512195121951 0.759259259259259 0.771604938271605 1.32553574875262 1.01453121421077 1.05475216760242 1.21434343149173 2.13242645734815 0.863847285709815 1.92032213437058 1.05572105922041 0.931818181818182 0.943181818181818 0.920454545454545 0.9375 0.95 0.925 0.930900000000008 1.63144999999997 0.865000000000009 1.56534999999997 1.04789999999997 1.69865000000001 1.06459999999993 0.0330500000001166 1.03075000000001 0.997699999999895 0.997400000000027 1.06459999999993 1.06569999999988 0.96410000000003 1.23059999999998 0.999499999999898 1.04769999999996 0.997399999999971 1.06459999999993 1.06569999999988 0.947350000000085 1.21434999999997 0.998800000000074 1.26430000000005 0.881200000000035 1.49829999999997 1.03184999999996 1.33150000000001 1.10649999999998 -135.6574 0.0741772237347691 0.133300000000048 -1.25494450058604 1.07153620472128 0.241040393886027 2.56064038412475 0.967421566101701 1.22693995881216 0.241040393886027 1.95932517482362 1.60490572706408 0.955562154650348 7.151475694 18.2475 KBTBBRF
27 1.84263060447168 0.74390243902439 0.646341463414634 0.621951219512195 0.841463414634146 0.87037037037037 0.919753086419753 2.40390318147072 1.43875307066102 1.77887440608692 1.78356715051319 2.2489731316463 1.3129066398215 1.31920591103686 1.57591970060158 0.886363636363636 0.909090909090909 0.863636363636364 0.89375 0.9125 0.875 1.06829999999997 2.02849999999989 0.884500000000003 1.72970000000009 1.24124999999992 2.53899999999999 1.17460000000005 -0.149150000000077 0.947699999999941 1.09685000000002 1.21379999999999 0.83460000000008 1.41499999999996 0.950150000000008 1.5782999999999 1.03030000000012 1.19510000000002 1.24955 0.819100000000162 1.49640000000005 0.950150000000008 1.57875000000001 1.01249999999993 1.69599999999991 1.2278 1.98060000000009 1.32145000000003 1.38239999999996 1.5295000000001 -154.7054 0.384644187384359 0.809299999999894 0.515518603961756 0.148348955415709 2.14718268371356 2.38485742576643 1.46462213678326 0.70910391088962 1.20846195998773 2.0904193887046 1.60490572706408 1.22693995881216 12.63257839 46.2942 KTPTHFR
28 1.25979184565898 0.695121951219512 0.841463414634146 0.817073170731707 0.914634146341463 0.685185185185185 0.574074074074074 1.55661260057453 1.38651555843749 1.18724666668305 0.992669857501142 2.70383656937734 1.64873271493221 1.5736907582961 1.03227745544629 0.880681818181818 0.943181818181818 0.818181818181818 0.88125 0.95 0.8125 1.13429999999994 1.91050000000007 1.01825000000002 1.57744999999997 1.31460000000004 2.36159999999995 0.811400000000049 -0.0424000000000433 0.730500000000006 0.77290000000005 0.72969999999998 0.765999999999963 0.78974999999997 0.791600000000017 0.953000000000031 0.816400000000158 0.797000000000025 0.730000000000018 0.730999999999995 0.758400000000051 0.782500000000027 0.92250000000007 0.793999999999983 1.66399999999999 0.737899999999968 0.848700000000008 0.881450000000029 0.805099999999811 0.73825000000005 -62.7204 0.141623784982686 0.784149999999983 0.142950683330105 0.813878775222971 1.46197726467437 3.05845261070857 1.75906017384508 1.55687736395148 0.919700308024885 3.05845261070857 1.33352792290227 1.22693995881216 44.66667175 5.8517 KBTZPZW
29 1.46553277183818 0.524390243902439 0.646341463414634 0.74390243902439 0.890243902439024 0.820987654320988 0.820987654320988 2.14696178335748 1.57455902728064 1.29459729228173 0.980310933084761 2.77613566221394 1.24283240882131 1.86761030588309 0.589455797849778 0.926136363636364 0.931818181818182 0.920454545454545 0.91875 0.925 0.9125 0.914100000000076 1.69959999999998 0.86424999999997 1.63074999999991 0.948899999999981 1.74670000000015 0.830799999999954 -0.0836499999998637 0.747450000000015 0.831099999999878 0.753700000000038 0.714299999999866 0.83865000000003 0.8202 0.880799999999965 0.831199999999967 0.846700000000055 0.763750000000044 0.722399999999936 0.84680000000003 0.826000000000022 0.881100000000004 0.839650000000006 0.85575 0.889649999999961 0.831049999999976 0.751199999999983 0.822750000000042 0.856500000000068 -7.5536 0.700790751278842 0.11595000000024 0.615855649385048 0.271377804161807 1.9348431322034 1.74744993974803 0.779416717744062 1.38109440559315 1.08706967914154 0.919700308024885 -0.0838902097380615 1.08665636853133 1.5 2.5236 KTPHRRB
30 1.41228302152622 0.597560975609756 0.451219512195122 0.646341463414634 0.475609756097561 0.907407407407407 0.895061728395062 1.19272957313516 1.7004194591285 1.13132414028491 1.57199667963195 1.06785528661317 2.60771756380715 0.873284151778165 1.81433753102062 0.806818181818182 0.965909090909091 0.647727272727273 0.8125 0.975 0.65 1.12250000000002 1.78949999999998 0.924000000000035 1.41149999999999 1.59849999999994 2.74649999999991 0.755500000000055 0.0395000000000323 0.821000000000026 0.781499999999994 0.875000000000057 0.701999999999998 0.812999999999988 0.79849999999999 0.881999999999948 0.639999999999986 0.735999999999933 0.951000000000022 0.670500000000004 0.781999999999982 0.773999999999944 0.844499999999925 0.625 0.778999999999996 0.666499999999928 0.75 0.652499999999918 0.826000000000022 1.10849999999988 -54.814 0.0223684497279772 1.33499999999992 -0.468499728305687 0.526513068959689 1.47357070498321 0.589455797849778 1.08665636853133 1.20846195998773 1.47357070498321 0.469807684809936 0.223349441049209 1.9348431322034 0 16.973 KBDDRFP
31 1.73169057915439 0.74390243902439 0.817073170731707 0.865853658536585 0.98780487804878 0.759259259259259 0.722222222222222 2.84038149435257 1.81092466936642 1.49372314144935 1.35934529406294 3.69338431086752 2.90620029699642 2.44427734486162 2.24864232325748 0.880681818181818 0.965909090909091 0.795454545454545 0.875 0.9625 0.7875 0.763550000000066 1.44284999999996 0.681399999999996 1.24260000000004 0.932699999999841 1.89570000000003 1.01155000000006 0.120699999999943 1.02340000000004 0.902700000000095 1.11620000000005 0.861099999999965 1.02550000000002 0.77800000000002 1.56945000000007 0.919999999999959 1.00300000000004 1.13844999999992 0.861099999999965 1.00300000000004 0.785950000000014 1.53719999999998 0.914499999999975 NaN 0.872899999999845 1.71299999999997 0.90504999999996 1.03019999999992 1.35165000000006 -35.1876 0.591534702638849 0.653099999999995 -0.212339551510159 1.01333083054558 2.57020819449706 2.94817396274898 2.14718268371356 1.9348431322034 0.955562154650348 2.94817396274898 1.33352792290227 1.9348431322034 0 9.1265 KTPKBZW
32 2.03322063440731 0.939024390243902 0.914634146341463 0.963414634146341 0.890243902439024 0.648148148148148 0.746913580246914 1.89263498923836 2.17208992914215 2.03466520743789 1.92696091316286 2.00725293584605 2.29423670273918 1.93179147792704 2.11067384427571 0.846590909090909 0.897727272727273 0.795454545454545 0.875 0.95 0.8 1.29364999999996 2.35495000000003 1.18614999999994 2.16840000000002 1.68740000000003 2.71625 1.31890000000004 0.0190999999999804 1.11069999999995 1.09159999999997 1.43725000000001 0.965600000000023 1.20049999999992 0.971350000000001 1.90649999999994 1.31859999999995 1.31700000000001 1.43725000000001 0.974799999999959 1.19969999999989 0.969899999999939 1.91669999999988 1.30840000000001 2.59555000000012 1.09519999999998 1.90790000000015 1.34709999999995 1.51934999999992 1.88544999999999 -98.9963 0.28448308616346 0.547849999999983 0.131318228292664 0.517836047922535 2.56064038412475 3.05845261070857 1.74744993974803 3.57397121467033 2.56064038412475 3.57397121467033 1.46197726467437 3.57397121467033 0.096525097 14.8196 KTHKZPZ
33 1.34562541432557 0.646341463414634 0.817073170731707 0.670731707317073 0.963414634146341 0.722222222222222 0.709876543209877 2.34478837880607 1.03139032423476 1.45729143502712 0.964917568085297 3.31167036141408 1.4366744499145 2.49748616162262 1.36314686191619 0.914772727272727 0.977272727272727 0.852272727272727 0.91875 0.975 0.8625 0.982999999999947 1.70000000000005 0.808499999999952 1.53149999999995 1.19900000000007 1.94999999999993 0.849999999999909 -0.03349999999989 0.79849999999999 0.83199999999988 0.798000000000002 0.75 0.898000000000138 0.757000000000005 1.06500000000005 0.833000000000084 0.851000000000113 0.798999999999978 0.798000000000002 0.898000000000138 0.757500000000022 1.06900000000007 0.833000000000027 1.31700000000001 0.899000000000001 1.18499999999995 0.850499999999954 0.773000000000025 0.982999999999947 -57.156 0.256016465596475 0.41849999999998 0.0936844728066657 0.425532250942805 2.94817396274898 1.74744993974803 1.33352792290227 0.779416717744062 2.14718268371356 0.919700308024885 1.46462213678326 0.523256540948535 3.117752075 8.585 KTKKBBF
34 2.48943626502811 0.914634146341463 0.841463414634146 0.939024390243902 0.939024390243902 0.833333333333333 0.895061728395062 2.80054025557294 2.51405683750093 2.25439552979302 2.3372780456125 3.05845261070857 3.11443686444898 2.59370936364237 2.9495305633583 0.948863636363636 0.988636363636364 0.909090909090909 0.94375 0.9875 0.9 0.965599999999995 1.51549999999997 0.79849999999999 1.38169999999997 1.29919999999993 1.81564999999998 1.13145000000009 -0.0995499999999936 1.01490000000001 1.11445000000001 1.09805 0.880750000000091 1.17315000000008 0.947900000000004 1.69799999999992 1.03110000000004 1.13990000000001 1.08935000000002 0.914750000000083 1.17315000000008 0.948000000000093 1.77295000000001 1.06540000000007 1.63114999999999 1.16540000000009 2.01560000000006 1.46479999999997 1.49810000000002 2.08154999999999 -81.3002 0.698443615118018 0.43395000000001 0.285472675073662 0.826693600782484 2.14718268371356 3.57397121467033 1.76921691546164 3.57397121467033 2.14718268371356 2.38485742576643 2.0546895905353 2.77297993563491 0.249999364 12.9022 KTKWHWT
35 0.472371034973443 0.597560975609756 0.695121951219512 0.378048780487805 0.792682926829268 0.759259259259259 0.376543209876543 0.50119342209205 0.393312363446258 0.195849350824334 0.950960779567491 1.00108419988522 0.922645389406185 0.75146903087531 1.36025237975143 0.829545454545455 0.886363636363636 0.772727272727273 0.825 0.875 0.775 1.09699999999998 2.1345 0.857900000000029 1.50129999999996 1.43815000000006 3.30665000000005 1.00909999999999 0.0898500000000126 1.06999999999994 0.980149999999924 1.10264999999998 1.16350000000011 1.0796 0.870699999999999 1.12889999999993 0.92750000000008 0.980149999999924 1.07924999999989 0.847400000000107 1.04269999999997 0.852550000000065 1.10500000000008 0.880099999999857 1.10135000000014 0.815599999999904 1.0444 1.12100000000009 1.01549999999997 1.12234999999998 -77.0965 -1.18047495166366 1.80535000000009 -1.32985424083391 -1.96243436336708 0.897544970549353 0.779416717744062 -0.119648113039842 -0.497200570681554 0.0838902097380615 0.919700308024885 0.241040393886027 0.241040393886027 23.41185086 15.1011 KBTTWDD
36 0.740338460299478 0.670731707317073 0.719512195121951 0.792682926829268 0.74390243902439 0.524691358024691 0.561728395061728 0.81077628313699 0.877697337386252 0.736745784435019 0.503866149840296 1.72723113711162 2.40898453195399 1.64191131629778 2.03515334440803 0.943181818181818 0.954545454545455 0.931818181818182 0.9625 0.9625 0.9625 1.29899999999998 1.84050000000002 1.13199999999983 1.7650000000001 1.464 1.93299999999999 0.931000000000012 -0.0755000000000905 0.81450000000001 0.8900000000001 0.956000000000131 0.748000000000019 0.913999999999987 0.883000000000038 1.4645000000001 0.897999999999939 0.913999999999987 0.93100000000004 0.739999999999981 0.897000000000162 0.883000000000038 1.298 0.88999999999993 0.932999999999964 0.798499999999876 1.06500000000005 0.913999999999987 0.781500000000023 1.14800000000002 -54.122 0.320251743451628 0.167999999999893 0.673595184942148 1.58488190572536 1.55687736395148 0.648322503863078 1.22693995881216 2.56064038412475 1.38109440559315 0.648322503863078 1.22693995881216 1.83425921190908 0.226074674 5.119 KTPZFPH
37 1.36198150731522 0.865853658536585 0.548780487804878 0.817073170731707 0.841463414634146 0.660493827160494 0.796296296296296 1.82895519420045 1.3180785917394 0.951045492469937 1.52081412867774 2.29237925499468 1.69429154181189 1.17208148467218 1.61404819038988 0.75 0.886363636363636 0.613636363636364 0.7625 0.8875 0.6375 1.19099999999992 2.23199999999997 1.08100000000002 1.94899999999984 1.63100000000009 2.64800000000002 1.08100000000002 0.0510000000000446 1.048 0.996999999999957 1.05650000000003 0.980999999999995 1.18049999999999 0.899000000000115 1.41399999999999 1.00299999999993 1.09699999999998 1.08149999999995 0.980999999999995 1.18049999999999 0.899000000000115 1.3895 1.0150000000001 1.31699999999995 1.298 1.40950000000009 1.51400000000012 0.965000000000032 1.22349999999994 -7.754 0.829050875115452 0.699000000000183 0.484091851920322 0.403516097874888 2.14718268371356 1.38109440559315 1.55687736395148 1.75906017384508 0.967421566101701 0.830496191735805 1.38109440559315 2.43265535878722 0.466550771 15.267 KBBDFKR
38 2.09073949507248 0.597560975609756 0.695121951219512 0.792682926829268 0.890243902439024 0.919753086419753 0.919753086419753 2.63123889716267 2.21917834978234 1.91383427851462 1.65045162659038 2.8907617466396 2.31208687084577 1.95932517482362 1.82618267229442 0.880681818181818 0.886363636363636 0.875 0.88125 0.8875 0.875 1.19869999999992 1.9973 0.898899999999912 1.64879999999994 1.73149999999998 2.55650000000003 1.11480000000006 -0.0664000000000442 1.01430000000005 1.08070000000009 1.28084999999993 0.822850000000074 1.31500000000005 0.831250000000011 1.96474999999998 0.95595000000003 1.12345000000005 1.28084999999993 0.823100000000068 1.33095000000003 0.856150000000071 1.88160000000005 0.972300000000018 2.48135000000008 1.17285000000004 1.66435000000001 0.889750000000049 1.10640000000001 2.25585000000001 -108.3969 0.637750073249959 0.907700000000091 0.332254849100103 -0.375459028092613 1.9348431322034 2.43265535878722 1.60490572706408 1.9348431322034 1.08706967914154 1.9348431322034 0.967421566101701 1.46462213678326 4.948198808 13.6255 KTRBRWZ
39 0.953628116845476 0.817073170731707 0.646341463414634 0.74390243902439 0.768292682926829 0.672839506172839 0.549382716049383 0.85733771590645 1.10319102371738 0.499563702956456 1.35203486208252 1.90949734109748 2.45047313824423 1.38579285401336 2.34107741278635 0.710227272727273 0.852272727272727 0.568181818181818 0.71875 0.85 0.5875 1.24830000000003 2.21500000000015 1.14874999999998 2.1404500000001 1.46559999999999 2.46410000000003 0.848599999999806 -0.000900000000228829 0.797599999999875 0.798500000000104 0.846900000000005 0.749050000000011 0.898150000000044 0.781900000000064 0.948100000000068 0.898450000000025 0.839549999999917 0.797599999999875 0.790700000000015 0.864749999999958 0.781899999999951 0.898449999999855 0.87355000000008 1.11590000000001 0.714249999999993 0.865499999999997 0.849500000000035 0.881550000000061 0.906099999999981 -76.2376 -0.246431146961004 0.32364999999993 -0.271377804161808 -0.791638607743375 1.75906017384508 1.22693995881216 0.70910391088962 1.74744993974803 1.33352792290227 0.955562154650348 1.38109440559315 1.24963771316421 9.484664037 17.8298 KTHPBWH
40 0.456357345319197 0.792682926829268 0.670731707317073 0.597560975609756 0.695121951219512 0.5 0.462962962962963 0.417449794102145 0.247038990738977 0.348962677823905 0.815765713930935 0.450744212615359 0.439526831672679 0.650837306444477 1.26944713905268 0.693181818181818 0.818181818181818 0.568181818181818 0.6875 0.8125 0.5625 1.20750000000002 2.20699999999999 0.967000000000098 1.81600000000003 1.69900000000001 2.61599999999999 0.831000000000017 0.0424999999999613 0.807500000000005 0.765000000000043 0.849000000000103 0.732000000000198 0.798999999999978 0.749000000000024 0.880999999999972 0.851999999999975 0.798999999999978 0.849000000000103 0.732000000000085 0.781999999999982 0.740499999999997 0.865000000000009 0.850499999999982 0.699999999999932 0.748000000000047 0.785000000000082 0.67349999999999 0.698500000000024 0.831999999999994 -7.441 -0.329244076514473 0.799999999999955 -1.98617024652198 0.354856965540404 0.779416717744062 0.497200570681554 0.70910391088962 0.0838902097380615 0.648322503863078 0.497200570681554 1.38109440559315 0.509422460680866 24.54798331 13.769 KBDDWBT
41 0.896266325519662 0.597560975609756 0.451219512195122 0.74390243902439 0.646341463414634 0.746913580246914 0.709876543209877 0.928485861663068 1.32023223316152 0.430443247538747 0.911847718666069 1.96436814122533 2.31208687084577 1.49908140369951 1.79787873659353 0.914772727272727 0.931818181818182 0.897727272727273 0.91875 0.9375 0.9 1.2650000000001 1.98200000000008 1.065 1.81499999999994 1.52250000000004 2.39799999999994 0.896999999999991 -0.158000000000015 0.814499999999981 0.972499999999997 0.847499999999982 0.83099999999996 1.09699999999998 0.914999999999992 0.930000000000007 0.831000000000131 0.847999999999956 0.823499999999996 0.806499999999971 1.08899999999994 0.914500000000032 0.881999999999948 0.781000000000176 0.771999999999991 0.813999999999993 0.906000000000063 0.798000000000002 0.822499999999962 0.899000000000001 -32.871 0.343595893260926 0.582999999999998 0.256160176795527 0.815691874979736 0.282216147062508 1.38109440559315 0.919700308024885 1.22693995881216 0.0411757531764813 0.589455797849778 0.162568034022666 1.22693995881216 0.326086957 19.19 KBTBBKH
42 0.411824644016622 0.621951219512195 0.573170731707317 0.621951219512195 0.719512195121951 0.561728395061728 0.487654320987654 0.550442037516075 0.465962203284819 0.153501468078362 0.465962203284819 1.34774835484093 1.10361189859431 0.822419652121151 0.805989922298949 0.789772727272727 0.886363636363636 0.693181818181818 0.7875 0.8875 0.6875 1.17335000000003 1.93985000000009 1.01510000000007 1.74810000000002 1.49770000000012 2.2165 0.764199999999846 0.0258499999999913 0.706900000000019 0.681050000000027 0.764699999999948 0.706900000000019 0.682099999999991 0.682099999999991 1.08089999999993 0.848600000000005 0.730500000000063 0.731400000000008 0.697699999999941 0.647999999999911 0.681600000000003 0.847900000000095 0.815900000000056 0.648200000000088 0.598700000000008 0.981299999999919 0.615000000000009 0.68080000000009 0.781199999999899 -77.9018 0.0113109077955323 0.468399999999974 0.252486494727169 0.0357552601504813 1.75906017384508 0.648322503863078 0.241040393886027 0.648322503863078 1.20846195998773 0.40186426010235 0.119648113039842 0.779416717744062 0.167534722 11.0801 KBTDZBR
43 1.19044237757537 0.621951219512195 0.719512195121951 0.792682926829268 0.841463414634146 0.783950617283951 0.611111111111111 1.28270669268182 1.60137100209285 0.863609153594964 1.09621471354417 2.77613566221394 2.33295603743694 2.11006554567566 1.82618267229442 0.926136363636364 0.931818181818182 0.920454545454545 0.91875 0.925 0.9125 0.931799999999953 1.56319999999982 0.865250000000174 1.46489999999994 1.01480000000015 1.66460000000001 0.864300000000185 -0.0668499999999881 0.823000000000036 0.889850000000024 0.780850000000015 1.03044999999997 0.864200000000039 0.906450000000007 0.93100000000004 0.831900000000132 0.865400000000022 0.780850000000015 1.03044999999997 0.880999999999972 0.914800000000014 0.932000000000016 0.847500000000082 0.881699999999967 0.831099999999992 1.298 0.882599999999911 0.814200000000028 0.997800000000097 -70.7886 -0.0320211375361452 0.199700000000064 0.154154446780997 -0.410538637988205 0.919700308024885 2.43265535878722 0.0838902097380615 2.43265535878722 0.40186426010235 2.14718268371356 -0.40186426010235 1.75906017384508 14.11047894 16.7968 KBDZRDR
44 1.3065675791761 0.621951219512195 0.719512195121951 0.670731707317073 0.817073170731707 0.796296296296296 0.746913580246914 1.56907607152666 1.27039917496611 1.24620173445955 1.13907407396339 2.5400005743241 2.24082240094803 2.29036025286939 1.85320841925412 0.8125 0.897727272727273 0.727272727272727 0.81875 0.9 0.7375 1.23230000000012 2.03210000000013 0.998899999999992 1.70709999999997 1.61529999999999 2.5163 1.14809999999989 -0.0258499999998776 1.09010000000001 1.11594999999988 1.23220000000003 0.931900000000041 1.38135000000005 0.965000000000146 1.63155000000006 1.02350000000001 1.11534999999992 1.13059999999996 0.931900000000041 1.34829999999999 0.998600000000124 1.63155000000006 1.00644999999997 1.8148000000001 1.28160000000003 2.04830000000004 0.998900000000049 1.08994999999982 2.43165000000005 -131.9972 0.0533852887900996 0.809200000000033 0.410314623576525 -0.154154446780997 0.214984423619046 1.46523379268552 0.830496191735805 0.637484160962377 0.355268013899869 0.497200570681554 0.589455797849778 0.637484160962377 0 11.7078 KTKDKFZ
45 1.43469325349005 0.817073170731707 0.841463414634146 0.792682926829268 0.890243902439024 0.660493827160494 0.672839506172839 1.67559377979422 1.22957696207077 1.44825806410226 1.3180785917394 1.77237264204066 1.32919301726367 1.58994634346909 1.64873271493221 0.943181818181818 0.965909090909091 0.920454545454545 0.9375 0.9625 0.9125 1.02560000000005 1.69335000000001 0.891499999999951 1.48889999999994 1.3931 2.0564 1.05970000000002 -0.00125000000014097 0.975949999999898 0.977200000000039 0.975949999999898 1.0104 1.02579999999989 0.919100000000014 1.28935000000001 1.09179999999992 1.06009999999992 0.975949999999898 0.960600000000056 1.03424999999993 0.909200000000055 1.28935000000001 1.09400000000005 1.60904999999991 1.65805 3.27039999999994 1.34469999999999 1.0421 1.26760000000007 -63.4936 0.0846104192550039 0.567500000000052 0.615410080212986 0.220660808718023 2.14718268371356 1.76921691546164 1.46462213678326 2.14718268371356 2.14718268371356 1.38109440559315 1.60490572706408 2.14718268371356 0.388403734 16.0019 KTPBRRP
46 0.624720328450933 0.475609756097561 0.402439024390244 0.646341463414634 0.524390243902439 0.820987654320988 0.623456790123457 0.375747702877436 1.29459729228173 0.0675333010999078 0.857960111007659 1.44948958431723 1.94615280414997 1.34705517136169 1.41825887785732 0.818181818181818 0.886363636363636 0.75 0.825 0.875 0.775 1.47399999999999 2.10750000000007 1.15700000000007 1.816 1.8324999999999 2.63149999999996 1.01699999999994 0.0830000000001974 1.01400000000001 0.930999999999813 1.03200000000004 0.873000000000047 1.11400000000003 0.831000000000017 1.22199999999992 1.00900000000001 1.05700000000002 1.03200000000004 0.898500000000013 1.11450000000002 0.831000000000017 1.22199999999992 1.09199999999998 1.14699999999993 0.774999999999977 1.24099999999999 1.149 1.02299999999994 1.16499999999996 -61.358 -0.230865681537394 0.815499999999957 0.584086517786583 -0.0249195604010797 0.0922552271682243 0.637484160962377 0.282216147062508 1.07385475480588 0.223349441049209 -0.119648113039842 -0.0838902097380615 0.523256540948535 45.10765465 5.365 KBPTWRZ
